id,name,inserttime,validfrom,validto,sourceid,styleid,sku,listprice,url,releasedate,retiredate,framecolour,lensid,fitid,genderid,note,image,imagesmall
4716,White/Grey,2017-06-17 06:13:40,2017-06-17 10:13:43,NULL,2,415,98766H,$249,http://www.o-review.com/glassesdetail.asp?ID=2938,NULL,NULL,White,37,1,NULL,NULL,NULL,NULL
4717,Bottle Green Tortoise/Clear,2017-06-17 06:13:56,2017-06-17 10:13:59,NULL,2,124,12-039,$185,http://www.o-review.com/glassesdetail.asp?ID=3327,NULL,NULL,Bottle Green Tortoise,16,1,NULL,NULL,NULL,NULL
4718,Jet Black/Black Iridium Polarized / Fire Polarized / VR28 Polarized,2017-06-17 06:14:02,2017-06-17 10:14:05,NULL,2,40,07-384,$310,http://www.o-review.com/glassesdetail.asp?ID=2139,NULL,NULL,Jet Black,268,1,NULL,NULL,NULL,NULL
4719,(17mm)/Clear,2017-06-17 06:14:04,2017-06-17 10:14:08,NULL,2,219,11-655,None,http://www.o-review.com/glassesdetail.asp?ID=2733,NULL,NULL,(17mm),128,1,NULL,NULL,NULL,NULL
4720,Sleet/Black Iridium,2017-06-17 06:14:12,2017-06-17 10:14:15,NULL,2,427,05-214,None,http://www.o-review.com/glassesdetail.asp?ID=1085,NULL,NULL,Sleet,7,1,NULL,NULL,NULL,NULL
4721,Cappuccino/Clear,2017-06-17 06:14:15,2017-06-17 10:14:18,NULL,2,124,12-037,$185,http://www.o-review.com/glassesdetail.asp?ID=3325,NULL,NULL,Cappuccino,16,1,NULL,NULL,NULL,NULL
4722,Barrel?/Clear,2017-06-17 06:14:27,2017-06-17 10:14:30,NULL,2,219,11-650,None,http://www.o-review.com/glassesdetail.asp?ID=2727,NULL,NULL,Barrel?,128,1,NULL,NULL,NULL,NULL
4723,Sleet/Slate Iridium,2017-06-17 06:14:31,2017-06-17 10:14:34,NULL,2,427,05-220,None,http://www.o-review.com/glassesdetail.asp?ID=2355,NULL,NULL,Sleet,62,1,NULL,NULL,NULL,NULL
4724,"Jet Black/VR28, Black Iridium, H.I. Persimmon",2017-06-17 06:14:32,2017-06-17 10:14:35,NULL,2,41,07-394,$175,http://www.o-review.com/glassesdetail.asp?ID=1794,NULL,NULL,Jet Black,269,1,NULL,NULL,NULL,NULL
4725,Crystal Red Tortoise/Clear,2017-06-17 06:14:37,2017-06-17 10:14:41,NULL,2,124,12-040,$185,http://www.o-review.com/glassesdetail.asp?ID=3328,NULL,NULL,Crystal Red Tortoise,16,1,NULL,NULL,NULL,NULL
4726,Black/Clear,2017-06-17 06:14:50,2017-06-17 10:14:54,NULL,2,219,11-649,None,http://www.o-review.com/glassesdetail.asp?ID=1674,NULL,NULL,Black,128,1,NULL,NULL,NULL,NULL
4727,"Jet Black (XLJ)/VR28, Black Iridium, H.I. Persimmon",2017-06-17 06:14:57,2017-06-17 10:15:00,NULL,2,41,07-395,$175,http://www.o-review.com/glassesdetail.asp?ID=3760,NULL,NULL,Jet Black (XLJ),269,1,NULL,NULL,NULL,NULL
4728,Raspberry/Clear,2017-06-17 06:15:02,2017-06-17 10:15:06,NULL,2,124,12-038,$185,http://www.o-review.com/glassesdetail.asp?ID=3326,NULL,NULL,Raspberry,16,1,NULL,NULL,NULL,NULL
4729,Cobalt/+Red Iridium,2017-06-17 06:15:07,2017-06-17 10:15:10,NULL,2,429,05-211,$100,http://www.o-review.com/glassesdetail.asp?ID=1080,NULL,NULL,Cobalt,1,1,NULL,NULL,NULL,NULL
4730,Dark Blue?/Clear,2017-06-17 06:15:15,2017-06-17 10:15:18,NULL,2,219,11-651,None,http://www.o-review.com/glassesdetail.asp?ID=2729,NULL,NULL,Dark Blue?,128,1,NULL,NULL,NULL,NULL
4731,Jet Black/Fire / G30 / Slate Iridium,2017-06-17 06:15:25,2017-06-17 10:15:28,NULL,2,42,07-380,$200,http://www.o-review.com/glassesdetail.asp?ID=1266,NULL,NULL,Jet Black,270,1,NULL,NULL,NULL,NULL
4732,(17mm)/Clear,2017-06-17 06:15:27,2017-06-17 10:15:31,NULL,2,220,11-654,None,http://www.o-review.com/glassesdetail.asp?ID=2732,NULL,NULL,(17mm),128,1,NULL,NULL,NULL,NULL
4733,Glitter Gulch/Gold Iridium,2017-06-17 06:15:29,2017-06-17 10:15:32,NULL,2,429,05-204,None,http://www.o-review.com/glassesdetail.asp?ID=293,NULL,NULL,Glitter Gulch,34,1,NULL,NULL,NULL,NULL
4734,(17mm)/Clear,2017-06-17 06:15:37,2017-06-17 10:15:40,NULL,2,220,11-653,None,http://www.o-review.com/glassesdetail.asp?ID=2731,NULL,NULL,(17mm),128,1,NULL,NULL,NULL,NULL
4735,(17mm)/Clear,2017-06-17 06:15:44,2017-06-17 10:15:47,NULL,2,220,11-652,None,http://www.o-review.com/glassesdetail.asp?ID=2730,NULL,NULL,(17mm),128,1,NULL,NULL,NULL,NULL
4736,Black/Grey / Persimmon / Clear,2017-06-17 06:15:48,2017-06-17 10:15:52,NULL,2,43,11-091,$80,http://www.o-review.com/glassesdetail.asp?ID=2165,NULL,NULL,Black,236,1,NULL,NULL,NULL,NULL
4737,Sleet/Black Iridium,2017-06-17 06:15:50,2017-06-17 10:15:53,NULL,2,429,05-104,None,http://www.o-review.com/glassesdetail.asp?ID=292,NULL,NULL,Sleet,7,1,NULL,NULL,NULL,NULL
4738,Carbon/Clear,2017-06-17 06:15:50,2017-06-17 10:15:54,NULL,2,220,11-646,None,http://www.o-review.com/glassesdetail.asp?ID=1392,NULL,NULL,Carbon,128,1,NULL,NULL,NULL,NULL
4739,Pale Amber/Clear,2017-06-17 06:15:59,2017-06-17 10:16:03,NULL,2,220,11-647,None,http://www.o-review.com/glassesdetail.asp?ID=2728,NULL,NULL,Pale Amber,128,1,NULL,NULL,NULL,NULL
4740,Brush/Black Iridium,2017-06-17 06:16:03,2017-06-17 10:16:06,NULL,2,430,05-109,None,http://www.o-review.com/glassesdetail.asp?ID=1118,NULL,NULL,Brush,7,1,NULL,NULL,NULL,NULL
4741,Slate/Clear,2017-06-17 06:16:11,2017-06-17 10:16:14,NULL,2,220,11-648,None,http://www.o-review.com/glassesdetail.asp?ID=1393,NULL,NULL,Slate,128,1,NULL,NULL,NULL,NULL
4742,Jet Black/G30 / Persimmon / Clear,2017-06-17 06:16:15,2017-06-17 10:16:18,NULL,2,43,07-379,$170,http://www.o-review.com/glassesdetail.asp?ID=1267,NULL,NULL,Jet Black,271,1,NULL,NULL,NULL,NULL
4743,Brush/Black Iridium,2017-06-17 06:16:27,2017-06-17 10:16:30,NULL,2,431,05-103,None,http://www.o-review.com/glassesdetail.asp?ID=2353,NULL,NULL,Brush,7,1,NULL,NULL,NULL,NULL
4744,Matte Black/Grey / G20 / Persimmon,2017-06-17 06:16:36,2017-06-17 10:16:39,NULL,2,43,03-661,$150,http://www.o-review.com/glassesdetail.asp?ID=4757,NULL,NULL,Matte Black,272,1,NULL,NULL,NULL,NULL
4745,Black (54)/Clear,2017-06-17 06:16:38,2017-06-17 10:16:41,NULL,2,221,OX3107-0155,$145,http://www.o-review.com/glassesdetail.asp?ID=5466,NULL,NULL,Black (54),128,1,NULL,NULL,NULL,NULL
4746,Brush/Black Iridium,2017-06-17 06:16:48,2017-06-17 10:16:52,NULL,2,432,05-108,None,http://www.o-review.com/glassesdetail.asp?ID=2210,NULL,NULL,Brush,7,1,NULL,NULL,NULL,NULL
4747,Matte Rootbeer/Bronze / Persimmon / Clear,2017-06-17 06:16:55,2017-06-17 10:16:58,NULL,2,43,03-662,$150,http://www.o-review.com/glassesdetail.asp?ID=4758,NULL,NULL,Matte Rootbeer,273,1,NULL,NULL,NULL,NULL
4748,Brown (54)/Clear,2017-06-17 06:16:57,2017-06-17 10:17:00,NULL,2,221,OX3107-0455,$145,http://www.o-review.com/glassesdetail.asp?ID=5469,NULL,NULL,Brown (54),128,1,NULL,NULL,NULL,NULL
4749,Glitter Gulch/Bronze,2017-06-17 06:17:08,2017-06-17 10:17:11,NULL,2,432,,None,http://www.o-review.com/glassesdetail.asp?ID=5265,NULL,NULL,Glitter Gulch,13,1,NULL,NULL,NULL,NULL
4750,Jet Black/Fire / G30 / Slate Iridium,2017-06-17 06:17:16,2017-06-17 10:17:19,NULL,2,44,07-001J,$200,http://www.o-review.com/glassesdetail.asp?ID=1846,NULL,NULL,Jet Black,270,1,NULL,NULL,NULL,NULL
4751,Pewter (54)/Clear,2017-06-17 06:17:17,2017-06-17 10:17:20,NULL,2,221,OX3107-0255,$145,http://www.o-review.com/glassesdetail.asp?ID=5467,NULL,NULL,Pewter (54),128,1,NULL,NULL,NULL,NULL
4752,Brush/Black Iridium,2017-06-17 06:17:18,2017-06-17 10:17:22,NULL,2,433,05-102,None,http://www.o-review.com/glassesdetail.asp?ID=1124,NULL,NULL,Brush,7,1,NULL,NULL,NULL,NULL
4753,Brush/Persimmon,2017-06-17 06:17:29,2017-06-17 10:17:32,NULL,2,433,,None,http://www.o-review.com/glassesdetail.asp?ID=5318,NULL,NULL,Brush,55,1,NULL,NULL,NULL,NULL
4754,Silver (54)/Clear,2017-06-17 06:17:37,2017-06-17 10:17:40,NULL,2,221,OX3107-0355,$145,http://www.o-review.com/glassesdetail.asp?ID=5468,NULL,NULL,Silver (54),128,1,NULL,NULL,NULL,NULL
4755,Jet Black/Fire / G30 / Slate Iridium,2017-06-17 06:17:38,2017-06-17 10:17:41,NULL,2,45,07-001,$200,http://www.o-review.com/glassesdetail.asp?ID=1269,NULL,NULL,Jet Black,270,1,NULL,NULL,NULL,NULL
4756,Brush/Black Iridium,2017-06-17 06:17:53,2017-06-17 10:17:56,NULL,2,434,05-101,None,http://www.o-review.com/glassesdetail.asp?ID=1084,NULL,NULL,Brush,7,1,NULL,NULL,NULL,NULL
4757,Black Fog/Clear,2017-06-17 06:18:07,2017-06-17 10:18:10,NULL,2,222,12-480,None,http://www.o-review.com/glassesdetail.asp?ID=4045,NULL,NULL,Black Fog,128,1,NULL,NULL,NULL,NULL
4758,Black/G30 / Persimmon / Clear,2017-06-17 06:18:10,2017-06-17 10:18:14,NULL,2,46,07-002,$170,http://www.o-review.com/glassesdetail.asp?ID=1268,NULL,NULL,Black,271,1,NULL,NULL,NULL,NULL
4759,Dark Grey/Black Iridium,2017-06-17 06:18:23,2017-06-17 10:18:26,NULL,2,435,12-664J,$120,http://www.o-review.com/glassesdetail.asp?ID=2040,NULL,NULL,Dark Grey,7,1,NULL,NULL,NULL,NULL
4760,Black/Grey / Persimmon / Clear,2017-06-17 06:18:30,2017-06-17 10:18:33,NULL,2,46,11-090,$80,http://www.o-review.com/glassesdetail.asp?ID=2164,NULL,NULL,Black,236,1,NULL,NULL,NULL,NULL
4761,Black Fog/Warm Grey,2017-06-17 06:18:31,2017-06-17 10:18:34,NULL,2,222,30-594,$150,http://www.o-review.com/glassesdetail.asp?ID=5644,NULL,NULL,Black Fog,274,1,NULL,NULL,NULL,NULL
4762,Matte Black/G30 Persimmon,2017-06-17 06:18:43,2017-06-17 10:18:46,NULL,2,435,05-284J,$110,http://www.o-review.com/glassesdetail.asp?ID=2039,NULL,NULL,Matte Black,30,1,NULL,NULL,NULL,NULL
4763,Matte Black/Grey / G20 / Persimmon,2017-06-17 06:18:49,2017-06-17 10:18:53,NULL,2,46,03-628,$150,http://www.o-review.com/glassesdetail.asp?ID=4755,NULL,NULL,Matte Black,272,1,NULL,NULL,NULL,NULL
4764,Black Horn/Clear,2017-06-17 06:18:50,2017-06-17 10:18:53,NULL,2,222,22-115,None,http://www.o-review.com/glassesdetail.asp?ID=4155,NULL,NULL,Black Horn,128,1,NULL,NULL,NULL,NULL
4765,Brown/Clear,2017-06-17 06:19:07,2017-06-17 10:19:11,NULL,2,222,12-478,None,http://www.o-review.com/glassesdetail.asp?ID=4043,NULL,NULL,Brown,128,1,NULL,NULL,NULL,NULL
4766,Matte Rootbeer/Bronze / Persimmon / Clear,2017-06-17 06:19:16,2017-06-17 10:19:19,NULL,2,46,03-629,$150,http://www.o-review.com/glassesdetail.asp?ID=4756,NULL,NULL,Matte Rootbeer,273,1,NULL,NULL,NULL,NULL
4767,#1 Carbon Fiber/Black Iridium,2017-06-17 06:19:19,2017-06-17 10:19:22,NULL,2,436,05-001,None,http://www.o-review.com/glassesdetail.asp?ID=279,NULL,NULL,#1 Carbon Fiber,7,1,NULL,NULL,NULL,NULL
4768,Tortoise Blue/Clear,2017-06-17 06:19:19,2017-06-17 10:19:22,NULL,2,123,12-042,$185,http://www.o-review.com/glassesdetail.asp?ID=3330,NULL,NULL,Tortoise Blue,16,1,NULL,NULL,NULL,NULL
4769,Brown/Dark Bronze,2017-06-17 06:19:34,2017-06-17 10:19:38,NULL,2,222,30-589,$150,http://www.o-review.com/glassesdetail.asp?ID=5645,NULL,NULL,Brown,275,1,NULL,NULL,NULL,NULL
4770,#1n Carbon Fiber/Black Iridium,2017-06-17 06:19:39,2017-06-17 10:19:42,NULL,2,436,05-001,None,http://www.o-review.com/glassesdetail.asp?ID=3454,NULL,NULL,#1n Carbon Fiber,7,1,NULL,NULL,NULL,NULL
4771,Jet Black/Gold Iridium / Persimmon / G30,2017-06-17 06:19:51,2017-06-17 10:19:54,NULL,2,48,03-951,$260,http://www.o-review.com/glassesdetail.asp?ID=3387,NULL,NULL,Jet Black,276,1,NULL,NULL,NULL,NULL
4772,Light Brown/Clear,2017-06-17 06:19:52,2017-06-17 10:19:55,NULL,2,222,12-479,None,http://www.o-review.com/glassesdetail.asp?ID=4044,NULL,NULL,Light Brown,128,1,NULL,NULL,NULL,NULL
4773,#2 Fingerprint/Black Iridium,2017-06-17 06:19:59,2017-06-17 10:20:02,NULL,2,436,05-002,None,http://www.o-review.com/glassesdetail.asp?ID=280,NULL,NULL,#2 Fingerprint,7,1,NULL,NULL,NULL,NULL
4774,Light Brown/Dark Bronze,2017-06-17 06:20:11,2017-06-17 10:20:14,NULL,2,222,30-590,$150,http://www.o-review.com/glassesdetail.asp?ID=5646,NULL,NULL,Light Brown,275,1,NULL,NULL,NULL,NULL
4775,#2n Burn Brush/Bronze,2017-06-17 06:20:19,2017-06-17 10:20:22,NULL,2,436,05-002,None,http://www.o-review.com/glassesdetail.asp?ID=2121,NULL,NULL,#2n Burn Brush,13,1,NULL,NULL,NULL,NULL
4776,Jet Black/VR28 Black Iridium / Clear / Persimmon,2017-06-17 06:20:20,2017-06-17 10:20:24,NULL,2,49,03-953,$220,http://www.o-review.com/glassesdetail.asp?ID=3388,NULL,NULL,Jet Black,277,1,NULL,NULL,NULL,NULL
4777,Jet Black/Slate Iridium / G30 Iridium / H.I. Blue,2017-06-17 06:20:31,2017-06-17 10:20:34,NULL,2,50,03-950J,$230,http://www.o-review.com/glassesdetail.asp?ID=6341,NULL,NULL,Jet Black,278,1,NULL,NULL,NULL,NULL
4778,Matte Steel/Clear,2017-06-17 06:20:37,2017-06-17 10:20:40,NULL,2,222,22-116,None,http://www.o-review.com/glassesdetail.asp?ID=4154,NULL,NULL,Matte Steel,128,1,NULL,NULL,NULL,NULL
4779,#2n Fingerprint/Black Iridium,2017-06-17 06:20:39,2017-06-17 10:20:43,NULL,2,436,05-002,None,http://www.o-review.com/glassesdetail.asp?ID=285,NULL,NULL,#2n Fingerprint,7,1,NULL,NULL,NULL,NULL
4780,Jet Black/Gold Iridium / Persimmon / G30,2017-06-17 06:20:53,2017-06-17 10:20:56,NULL,2,51,03-950,$230,http://www.o-review.com/glassesdetail.asp?ID=3383,NULL,NULL,Jet Black,276,1,NULL,NULL,NULL,NULL
4781,#3 Planet X/+Red Iridium,2017-06-17 06:20:57,2017-06-17 10:21:00,NULL,2,436,05-003,None,http://www.o-review.com/glassesdetail.asp?ID=210,NULL,NULL,#3 Planet X,1,1,NULL,NULL,NULL,NULL
4782,Matte Steel/Dark Bronze,2017-06-17 06:20:59,2017-06-17 10:21:02,NULL,2,222,30-588,$150,http://www.o-review.com/glassesdetail.asp?ID=5647,NULL,NULL,Matte Steel,275,1,NULL,NULL,NULL,NULL
4783,Tortoise/Clear,2017-06-17 06:21:16,2017-06-17 10:21:19,NULL,2,222,12-481,None,http://www.o-review.com/glassesdetail.asp?ID=4046,NULL,NULL,Tortoise,128,1,NULL,NULL,NULL,NULL
4784,#3n Planet X/+Red Iridium,2017-06-17 06:21:18,2017-06-17 10:21:21,NULL,2,436,05-003,None,http://www.o-review.com/glassesdetail.asp?ID=872,NULL,NULL,#3n Planet X,1,1,NULL,NULL,NULL,NULL
4785,Jet Black/VR28 Black Iridium / Clear / Persimmon,2017-06-17 06:21:22,2017-06-17 10:21:25,NULL,2,52,03-952,$220,http://www.o-review.com/glassesdetail.asp?ID=3385,NULL,NULL,Jet Black,277,1,NULL,NULL,NULL,NULL
4786,Black Fog/Clear,2017-06-17 06:21:39,2017-06-17 10:21:42,NULL,2,223,12-476,None,http://www.o-review.com/glassesdetail.asp?ID=4041,NULL,NULL,Black Fog,128,1,NULL,NULL,NULL,NULL
4787,#4 Planet X/Blue Iridium,2017-06-17 06:21:40,2017-06-17 10:21:44,NULL,2,436,05-004,None,http://www.o-review.com/glassesdetail.asp?ID=281,NULL,NULL,#4 Planet X,11,1,NULL,NULL,NULL,NULL
4788,#5 Carbon Fiber/Black Iridium,2017-06-17 06:21:58,2017-06-17 10:22:01,NULL,2,436,05-005,None,http://www.o-review.com/glassesdetail.asp?ID=282,NULL,NULL,#5 Carbon Fiber,7,1,NULL,NULL,NULL,NULL
4789,Black Fog/Warm Grey,2017-06-17 06:22:01,2017-06-17 10:22:05,NULL,2,223,30-587,$150,http://www.o-review.com/glassesdetail.asp?ID=5648,NULL,NULL,Black Fog,274,1,NULL,NULL,NULL,NULL
4790,Black Horn/Clear,2017-06-17 06:22:23,2017-06-17 10:22:26,NULL,2,223,22-115,None,http://www.o-review.com/glassesdetail.asp?ID=4153,NULL,NULL,Black Horn,128,1,NULL,NULL,NULL,NULL
4791,#6 Planet X/+Red Iridium,2017-06-17 06:22:23,2017-06-17 10:22:26,NULL,2,436,05-006,None,http://www.o-review.com/glassesdetail.asp?ID=283,NULL,NULL,#6 Planet X,1,1,NULL,NULL,NULL,NULL
4792,Black Horn/Warm Grey,2017-06-17 06:22:45,2017-06-17 10:22:49,NULL,2,223,30-584,$150,http://www.o-review.com/glassesdetail.asp?ID=5649,NULL,NULL,Black Horn,274,1,NULL,NULL,NULL,NULL
4793,N2T Planet X/Black Iridium,2017-06-17 06:22:46,2017-06-17 10:22:50,NULL,2,436,05-010,None,http://www.o-review.com/glassesdetail.asp?ID=284,NULL,NULL,N2T Planet X,7,1,NULL,NULL,NULL,NULL
4794,Brown/Clear,2017-06-17 06:23:02,2017-06-17 10:23:05,NULL,2,223,12-474,None,http://www.o-review.com/glassesdetail.asp?ID=4039,NULL,NULL,Brown,128,1,NULL,NULL,NULL,NULL
4795,Light Brown/Clear,2017-06-17 06:23:23,2017-06-17 10:23:27,NULL,2,223,12-475,None,http://www.o-review.com/glassesdetail.asp?ID=4040,NULL,NULL,Light Brown,128,1,NULL,NULL,NULL,NULL
4796,Black Fade (51)/Clear,2017-06-17 06:23:30,2017-06-17 10:23:34,NULL,2,200,OX1078-0351,$140,http://www.o-review.com/glassesdetail.asp?ID=6279,NULL,NULL,Black Fade (51),16,1,NULL,NULL,NULL,NULL
4797,Black Fade (55)/Clear,2017-06-17 06:23:39,2017-06-17 10:23:42,NULL,2,200,OX1078-0355,$140,http://www.o-review.com/glassesdetail.asp?ID=6289,NULL,NULL,Black Fade (55),16,1,NULL,NULL,NULL,NULL
4798,Matte Steel/Clear,2017-06-17 06:23:43,2017-06-17 10:23:46,NULL,2,223,22-116,None,http://www.o-review.com/glassesdetail.asp?ID=4152,NULL,NULL,Matte Steel,128,1,NULL,NULL,NULL,NULL
4799,Polished Black (51)/Clear,2017-06-17 06:23:50,2017-06-17 10:23:53,NULL,2,200,OX1078-0151,$140,http://www.o-review.com/glassesdetail.asp?ID=6278,NULL,NULL,Polished Black (51),16,1,NULL,NULL,NULL,NULL
4800,Polished Black (53)/Clear,2017-06-17 06:23:55,2017-06-17 10:23:59,NULL,2,200,OX1078-0153,$140,http://www.o-review.com/glassesdetail.asp?ID=6283,NULL,NULL,Polished Black (53),16,1,NULL,NULL,NULL,NULL
4801,Tortoise (51)/Clear,2017-06-17 06:24:02,2017-06-17 10:24:06,NULL,2,200,OX1078-0451,$140,http://www.o-review.com/glassesdetail.asp?ID=6280,NULL,NULL,Tortoise (51),16,1,NULL,NULL,NULL,NULL
4802,Tortoise/Clear,2017-06-17 06:24:07,2017-06-17 10:24:10,NULL,2,223,12-477,None,http://www.o-review.com/glassesdetail.asp?ID=4042,NULL,NULL,Tortoise,128,1,NULL,NULL,NULL,NULL
4803,Tortoise (55)/Clear,2017-06-17 06:24:09,2017-06-17 10:24:12,NULL,2,200,OX1078-0455,$140,http://www.o-review.com/glassesdetail.asp?ID=6290,NULL,NULL,Tortoise (55),16,1,NULL,NULL,NULL,NULL
4804,Tortoise/Dark Bronze,2017-06-17 06:24:35,2017-06-17 10:24:38,NULL,2,223,30-586,$150,http://www.o-review.com/glassesdetail.asp?ID=5650,NULL,NULL,Tortoise,275,1,NULL,NULL,NULL,NULL
4805,Brushed Chrome (51)/Clear,2017-06-17 06:25:03,2017-06-17 10:25:06,NULL,2,224,OX3093-0251,$205,http://www.o-review.com/glassesdetail.asp?ID=4935,NULL,NULL,Brushed Chrome (51),128,1,NULL,NULL,NULL,NULL
4806,Brushed Chrome (53)/Clear,2017-06-17 06:25:24,2017-06-17 10:25:27,NULL,2,224,OX3093-0253,$205,http://www.o-review.com/glassesdetail.asp?ID=4939,NULL,NULL,Brushed Chrome (53),128,1,NULL,NULL,NULL,NULL
4807,Pewter (51)/Clear,2017-06-17 06:25:50,2017-06-17 10:25:53,NULL,2,224,OX3093-0451,$205,http://www.o-review.com/glassesdetail.asp?ID=4937,NULL,NULL,Pewter (51),128,1,NULL,NULL,NULL,NULL
4808,Pewter (53)/Clear,2017-06-17 06:26:11,2017-06-17 10:26:15,NULL,2,224,OX3093-0453,$205,http://www.o-review.com/glassesdetail.asp?ID=4941,NULL,NULL,Pewter (53),128,1,NULL,NULL,NULL,NULL
4809,Polished Black (51)/Clear,2017-06-17 06:26:29,2017-06-17 10:26:32,NULL,2,224,OX3093-0151,$205,http://www.o-review.com/glassesdetail.asp?ID=4934,NULL,NULL,Polished Black (51),128,1,NULL,NULL,NULL,NULL
4810,Polished Black (53)/Clear,2017-06-17 06:26:56,2017-06-17 10:26:59,NULL,2,224,OX3093-0153,$205,http://www.o-review.com/glassesdetail.asp?ID=4938,NULL,NULL,Polished Black (53),128,1,NULL,NULL,NULL,NULL
4811,Toast (51)/Clear,2017-06-17 06:27:14,2017-06-17 10:27:18,NULL,2,224,OX3093-0351,$205,http://www.o-review.com/glassesdetail.asp?ID=4936,NULL,NULL,Toast (51),128,1,NULL,NULL,NULL,NULL
4812,Toast (53)/Clear,2017-06-17 06:27:37,2017-06-17 10:27:40,NULL,2,224,OX3093-0353,$205,http://www.o-review.com/glassesdetail.asp?ID=4940,NULL,NULL,Toast (53),128,1,NULL,NULL,NULL,NULL
4813,Brushed Chrome (52)/Clear,2017-06-17 06:28:14,2017-06-17 10:28:18,NULL,2,225,OX3095-0452,$200,http://www.o-review.com/glassesdetail.asp?ID=5108,NULL,NULL,Brushed Chrome (52),128,1,NULL,NULL,NULL,NULL
4814,Brushed Chrome (54)/Clear,2017-06-17 06:28:40,2017-06-17 10:28:44,NULL,2,225,OX3095-0454,$200,http://www.o-review.com/glassesdetail.asp?ID=5112,NULL,NULL,Brushed Chrome (54),128,1,NULL,NULL,NULL,NULL
4815,Earth Brown (52)/Clear,2017-06-17 06:29:03,2017-06-17 10:29:06,NULL,2,225,OX3095-0252,$200,http://www.o-review.com/glassesdetail.asp?ID=5106,NULL,NULL,Earth Brown (52),128,1,NULL,NULL,NULL,NULL
4816,Earth Brown (54)/Clear,2017-06-17 06:29:25,2017-06-17 10:29:28,NULL,2,225,OX3095-0254,$200,http://www.o-review.com/glassesdetail.asp?ID=5110,NULL,NULL,Earth Brown (54),128,1,NULL,NULL,NULL,NULL
4817,Pewter (52)/Clear,2017-06-17 06:29:49,2017-06-17 10:29:52,NULL,2,225,OX3095-0352,$200,http://www.o-review.com/glassesdetail.asp?ID=5107,NULL,NULL,Pewter (52),128,1,NULL,NULL,NULL,NULL
4818,Pewter (54)/Clear,2017-06-17 06:30:12,2017-06-17 10:30:15,NULL,2,225,OX3095-0354,$200,http://www.o-review.com/glassesdetail.asp?ID=5111,NULL,NULL,Pewter (54),128,1,NULL,NULL,NULL,NULL
4819,Polished Black (52)/Clear,2017-06-17 06:30:32,2017-06-17 10:30:36,NULL,2,225,OX3095-0152,$200,http://www.o-review.com/glassesdetail.asp?ID=5105,NULL,NULL,Polished Black (52),128,1,NULL,NULL,NULL,NULL
4820,Polished Black (54)/Clear,2017-06-17 06:30:52,2017-06-17 10:30:55,NULL,2,225,OX3095-0154,$200,http://www.o-review.com/glassesdetail.asp?ID=5109,NULL,NULL,Polished Black (54),128,1,NULL,NULL,NULL,NULL
4821,Matte Cement (50)/Clear,2017-06-17 06:31:04,2017-06-17 10:31:08,NULL,2,226,OX3142-0450,$180,http://www.o-review.com/glassesdetail.asp?ID=6301,NULL,NULL,Matte Cement (50),128,1,NULL,NULL,NULL,NULL
4822,Matte Cement (52)/Clear,2017-06-17 06:31:10,2017-06-17 10:31:13,NULL,2,226,OX3142-0452,$180,http://www.o-review.com/glassesdetail.asp?ID=6306,NULL,NULL,Matte Cement (52),128,1,NULL,NULL,NULL,NULL
4823,Polished Black (52)/Clear,2017-06-17 06:31:16,2017-06-17 10:31:19,NULL,2,226,OX3142-0152,$180,http://www.o-review.com/glassesdetail.asp?ID=6303,NULL,NULL,Polished Black (52),128,1,NULL,NULL,NULL,NULL
4824,Polished Black/Clear,2017-06-17 06:33:11,2017-06-17 10:33:15,NULL,2,162,12-050,None,http://www.o-review.com/glassesdetail.asp?ID=3322,NULL,NULL,Polished Black,16,1,NULL,NULL,NULL,NULL
4825,Polished Brown/Clear,2017-06-17 06:33:38,2017-06-17 10:33:41,NULL,2,162,12-052,None,http://www.o-review.com/glassesdetail.asp?ID=3324,NULL,NULL,Polished Brown,16,1,NULL,NULL,NULL,NULL
4826,Polished Chocolate/Clear,2017-06-17 06:34:00,2017-06-17 10:34:04,NULL,2,162,12-049,None,http://www.o-review.com/glassesdetail.asp?ID=3321,NULL,NULL,Polished Chocolate,16,1,NULL,NULL,NULL,NULL
4827,Brown (51)/Clear,2017-06-17 06:34:23,2017-06-17 10:34:26,NULL,2,229,22-150,None,http://www.o-review.com/glassesdetail.asp?ID=4622,NULL,NULL,Brown (51),128,1,NULL,NULL,NULL,NULL
4828,Polished Midnight/Clear,2017-06-17 06:34:25,2017-06-17 10:34:29,NULL,2,162,12-051,None,http://www.o-review.com/glassesdetail.asp?ID=3323,NULL,NULL,Polished Midnight,16,1,NULL,NULL,NULL,NULL
4829,Brown (54)/Clear,2017-06-17 06:34:41,2017-06-17 10:34:44,NULL,2,229,22-217,None,http://www.o-review.com/glassesdetail.asp?ID=4929,NULL,NULL,Brown (54),128,1,NULL,NULL,NULL,NULL
4830,Berry/Clear,2017-06-17 06:34:48,2017-06-17 10:34:51,NULL,2,163,12-048,None,http://www.o-review.com/glassesdetail.asp?ID=3320,NULL,NULL,Berry,16,1,NULL,NULL,NULL,NULL
4831,Brushed Chrome (51)/Clear,2017-06-17 06:34:56,2017-06-17 10:35:00,NULL,2,229,22-149,None,http://www.o-review.com/glassesdetail.asp?ID=4621,NULL,NULL,Brushed Chrome (51),128,1,NULL,NULL,NULL,NULL
